invoice_id,date,timestamp,product,category,quantity,unit_price,total_sales,customer_type,payment_method,customer_gender,customer_age,rating
INV-3083,2023-03-19,2023-03-19 19:07:00,Potatoes,Produce,2,2.86,5.72,Member,Credit Cart,Fmale,26-35,5
INV-3083,2023-03-19,2023-03-19 19:07:00,Cheese,Dairy,3,5.95,17.85,Member,Credit Cart,Fmale,26-35,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Cheese,Dairy,3,5.7,17.09,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Sugar,Pantry,3,3.1,9.31,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Coffee,Beverages,2,7.77,15.55,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Beer,Alcohol,1,1.99,1.99,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Oranges,Produce,3,0.98,2.93,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Toothpaste,Personal Care,3,2.43,7.3,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Fish,Seafood,2,9.68,19.36,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Pasta,Pantry,2,1.89,3.79,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Milk,Dairy,2,2.9,5.8,Member,Debit Card,Male,56+,5
INV-3084,2023-03-19,2023-03-19 09:20:00,Water,Beverages,2,0.97,1.94,Member,Debit Card,Male,56+,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Water,Beverages,3,0.97,2.91,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Pasta,Pantry,2,1.93,3.85,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Juice,Beverages,2,3.63,7.25,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Pasta,Pantry,3,1.97,5.92,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Water,Beverages,1,0.98,0.98,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Eggs,Dairy,2,2.23,4.47,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Butter,Dairy,1,4.91,4.91,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Bananas,Produce,3,2.04,6.11,Member,Debit Card,Fmale,46-55,5
INV-3085,2023-03-19,2023-03-19 13:19:00,Beer,Alcohol,3,2.01,6.04,Member,Debit Card,Fmale,46-55,5
INV-3086,2023-03-19,2023-03-19 13:35:00,Beer,Alcohol,1,2.09,2.09,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Apples,Produce,2,15.73,31.46,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Pasta,Pantry,2,1.96,3.92,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Wine,Alcohol,3,11.48,34.45,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Eggs,Dairy,3,2.34,7.01,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Juice,Beverages,3,3.38,10.15,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Juice,Beverages,1,3.58,3.58,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Fish,Seafood,1,10.07,10.07,Member,Debit Card,Fmale,56+,4
INV-3086,2023-03-19,2023-03-19 13:35:00,Beer,Alcohol,3,1.95,5.86,Member,Debit Card,Fmale,56+,4
INV-3087,2023-03-19,2023-03-19 10:03:00,Toothpaste,Personal Care,3,2.5,7.51,Regular,Credit Cart,Male,18-25,3
INV-3087,2023-03-19,2023-03-19 10:03:00,Wine,Alcohol,3,11.71,35.13,Regular,Credit Cart,Male,18-25,3
INV-3087,2023-03-19,2023-03-19 10:03:00,Cheese,Dairy,1,5.99,5.99,Regular,Credit Cart,Male,18-25,3
INV-3087,2023-03-19,2023-03-19 10:03:00,Water,Beverages,1,0.97,0.97,Regular,Credit Cart,Male,18-25,3
INV-3088,2023-03-19,2023-03-19 13:16:00,Coffee,Beverages,3,7.86,23.59,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Cheese,Dairy,2,5.99,11.98,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Bananas,Produce,1,2.05,2.05,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Yagurt,Dairy,1,1.9,1.9,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Tomatoes,Produce,3,2.45,7.36,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Apples,Produce,2,16.08,32.16,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Wine,Alcohol,1,11.5,11.5,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Beer,Alcohol,3,2.0,6.0,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Water,Beverages,2,0.96,1.92,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Datergent,Household,3,3.89,11.66,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Cheese,Dairy,1,6.22,6.22,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Rice,Pantry,3,5.09,15.27,Regular,Credit Cart,Fmale,18-25,4
INV-3088,2023-03-19,2023-03-19 13:16:00,Beef,Meat,3,12.41,37.22,Regular,Credit Cart,Fmale,18-25,4
INV-3089,2023-03-19,2023-03-19 17:00:00,Bread,Bakery,1,4.68,4.68,Member,Debit Card,Fmale,26-35,4
INV-3089,2023-03-19,2023-03-19 17:00:00,Fish,Seafood,2,10.18,20.36,Member,Debit Card,Fmale,26-35,4
INV-3089,2023-03-19,2023-03-19 17:00:00,Beef,Meat,3,12.78,38.33,Member,Debit Card,Fmale,26-35,4
INV-3089,2023-03-19,2023-03-19 17:00:00,Cheese,Dairy,3,6.0,17.99,Member,Debit Card,Fmale,26-35,4
INV-3089,2023-03-19,2023-03-19 17:00:00,Juice,Beverages,2,3.54,7.09,Member,Debit Card,Fmale,26-35,4
INV-3090,2023-03-19,2023-03-19 15:41:00,Cheese,Dairy,2,6.24,12.49,Member,Credit Cart,Male,46-55,4
INV-3090,2023-03-19,2023-03-19 15:41:00,Potatoes,Produce,1,3.03,3.03,Member,Credit Cart,Male,46-55,4
INV-3090,2023-03-19,2023-03-19 15:41:00,Coffee,Beverages,3,8.17,24.52,Member,Credit Cart,Male,46-55,4
INV-3091,2023-03-19,2023-03-19 15:26:00,Wine,Alcohol,1,12.35,12.35,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Eggs,Dairy,2,2.37,4.75,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Potatoes,Produce,2,3.08,6.15,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Coffee,Beverages,2,7.65,15.29,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Milk,Dairy,1,2.93,2.93,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Bread,Bakery,1,4.47,4.47,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Chicken,Meat,2,8.54,17.08,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Tea,Beverages,1,4.99,4.99,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Flour,Pantry,2,4.1,8.19,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Eggs,Dairy,2,2.28,4.55,Member,Debit Card,Fmale,36-45,5
INV-3091,2023-03-19,2023-03-19 15:26:00,Cheese,Dairy,3,5.98,17.93,Member,Debit Card,Fmale,36-45,5
INV-3092,2023-03-19,2023-03-19 08:41:00,Wine,Alcohol,3,11.7,35.1,Regular,Credit Cart,Fmale,46-55,5
INV-3092,2023-03-19,2023-03-19 08:41:00,Apples,Produce,3,16.23,48.69,Regular,Credit Cart,Fmale,46-55,5
INV-3093,2023-03-19,2023-03-19 10:02:00,Butter,Dairy,2,4.99,9.97,Member,Credit Cart,Male,56+,3
INV-3093,2023-03-19,2023-03-19 10:02:00,Oranges,Produce,1,0.96,0.96,Member,Credit Cart,Male,56+,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Juice,Beverages,1,3.38,3.38,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Tomatoes,Produce,2,2.39,4.77,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Beef,Meat,2,12.95,25.89,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Cheese,Dairy,3,5.89,17.66,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Oranges,Produce,1,0.99,0.99,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Potatoes,Produce,2,2.86,5.72,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Potatoes,Produce,1,2.92,2.92,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Bananas,Produce,1,2.08,2.08,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Beef,Meat,3,13.44,40.31,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Pasta,Pantry,3,1.98,5.93,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Butter,Dairy,2,5.1,10.19,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Apples,Produce,1,15.6,15.6,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Juice,Beverages,3,3.47,10.4,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Rice,Pantry,2,4.8,9.61,Regular,Debit Card,Fmale,18-25,3
INV-3094,2023-03-19,2023-03-19 10:04:00,Eggs,Dairy,3,2.27,6.81,Regular,Debit Card,Fmale,18-25,3
INV-3095,2023-03-19,2023-03-19 08:13:00,Pasta,Pantry,1,1.93,1.93,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Sugar,Pantry,3,2.95,8.85,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Water,Beverages,2,0.99,1.97,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Potatoes,Produce,1,2.95,2.95,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Soap,Personal Care,3,6.24,18.73,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Potatoes,Produce,3,2.95,8.86,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Milk,Dairy,3,2.85,8.54,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Juice,Beverages,1,3.4,3.4,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Soap,Personal Care,3,5.71,17.13,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Soap,Personal Care,1,5.81,5.81,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Bananas,Produce,1,2.03,2.03,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Water,Beverages,2,0.94,1.89,Regular,Debit Card,Male,36-45,4
INV-3095,2023-03-19,2023-03-19 08:13:00,Datergent,Household,1,4.17,4.17,Regular,Debit Card,Male,36-45,4
INV-3096,2023-03-19,2023-03-19 10:21:00,Pasta,Pantry,3,2.02,6.05,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Cheese,Dairy,2,5.79,11.58,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Oranges,Produce,2,0.97,1.94,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Cheese,Dairy,3,5.88,17.64,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Datergent,Household,1,3.87,3.87,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Toothpaste,Personal Care,2,2.5,5.0,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Datergent,Household,1,3.83,3.83,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Chicken,Meat,1,9.11,9.11,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Tomatoes,Produce,1,2.61,2.61,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Wine,Alcohol,3,11.8,35.41,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Shampoo,Personal Care,1,5.18,5.18,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Cheese,Dairy,3,6.14,18.41,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Cheese,Dairy,2,6.02,12.03,Regular,Credit Cart,Male,18-25,3
INV-3096,2023-03-19,2023-03-19 10:21:00,Apples,Produce,3,15.49,46.47,Regular,Credit Cart,Male,18-25,3
INV-3097,2023-03-19,2023-03-19 13:14:00,Juice,Beverages,2,3.45,6.9,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Eggs,Dairy,1,2.22,2.22,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Shampoo,Personal Care,1,4.97,4.97,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Soap,Personal Care,1,6.07,6.07,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Toilet Paper,Household,2,9.39,18.77,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Apples,Produce,3,16.6,49.79,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Tea,Beverages,2,5.18,10.35,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Bananas,Produce,3,1.9,5.71,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Fish,Seafood,1,10.18,10.18,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Bananas,Produce,3,1.9,5.71,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Wine,Alcohol,1,12.51,12.51,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Bread,Bakery,1,4.38,4.38,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Milk,Dairy,3,2.86,8.57,Regular,Credit Cart,Fmale,26-35,5
INV-3097,2023-03-19,2023-03-19 13:14:00,Beef,Meat,2,13.02,26.04,Regular,Credit Cart,Fmale,26-35,5
INV-3098,2023-03-19,2023-03-19 16:03:00,Potatoes,Produce,3,2.93,8.79,Regular,Credit Cart,Male,56+,4
INV-3098,2023-03-19,2023-03-19 16:03:00,Pasta,Pantry,3,2.05,6.16,Regular,Credit Cart,Male,56+,4
INV-3099,2023-03-19,2023-03-19 19:41:00,Toothpaste,Personal Care,1,2.55,2.55,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Apples,Produce,2,15.4,30.8,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Oranges,Produce,2,0.98,1.96,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Oranges,Produce,1,0.97,0.97,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Oranges,Produce,2,0.96,1.91,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Rice,Pantry,2,4.83,9.65,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Fish,Seafood,3,10.31,30.92,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Toilet Paper,Household,1,8.69,8.69,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Milk,Dairy,3,2.91,8.72,Regular,Debit Card,Male,56+,5
INV-3099,2023-03-19,2023-03-19 19:41:00,Sugar,Pantry,3,3.13,9.4,Regular,Debit Card,Male,56+,5
INV-3100,2023-03-19,2023-03-19 14:38:00,Beef,Meat,2,12.88,25.77,Regular,Debit Card,Male,46-55,3
INV-3100,2023-03-19,2023-03-19 14:38:00,Toilet Paper,Household,1,8.62,8.62,Regular,Debit Card,Male,46-55,3
INV-3100,2023-03-19,2023-03-19 14:38:00,Pasta,Pantry,3,2.03,6.08,Regular,Debit Card,Male,46-55,3
INV-3100,2023-03-19,2023-03-19 14:38:00,Datergent,Household,1,4.11,4.11,Regular,Debit Card,Male,46-55,3
INV-3101,2023-03-19,2023-03-19 20:06:00,Water,Beverages,1,0.97,0.97,Member,Credit Cart,Fmale,18-25,5
INV-3101,2023-03-19,2023-03-19 20:06:00,Toothpaste,Personal Care,1,2.6,2.6,Member,Credit Cart,Fmale,18-25,5
INV-3101,2023-03-19,2023-03-19 20:06:00,Beef,Meat,1,13.1,13.1,Member,Credit Cart,Fmale,18-25,5
INV-3102,2023-03-19,2023-03-19 10:52:00,Yagurt,Dairy,3,1.89,5.68,Member,Debit Card,Fmale,36-45,3
INV-3102,2023-03-19,2023-03-19 10:52:00,Chicken,Meat,1,9.2,9.2,Member,Debit Card,Fmale,36-45,3
INV-3102,2023-03-19,2023-03-19 10:52:00,Potatoes,Produce,2,3.09,6.17,Member,Debit Card,Fmale,36-45,3
INV-3102,2023-03-19,2023-03-19 10:52:00,Potatoes,Produce,3,2.85,8.55,Member,Debit Card,Fmale,36-45,3
INV-3102,2023-03-19,2023-03-19 10:52:00,Juice,Beverages,1,3.46,3.46,Member,Debit Card,Fmale,36-45,3
INV-3103,2023-03-19,2023-03-19 20:33:00,Water,Beverages,2,0.95,1.89,Regular,Debit Card,Male,56+,3
INV-3103,2023-03-19,2023-03-19 20:33:00,Cheese,Dairy,2,5.79,11.57,Regular,Debit Card,Male,56+,3
INV-3104,2023-03-19,2023-03-19 21:16:00,Yagurt,Dairy,1,2.08,2.08,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Sugar,Pantry,1,3.04,3.04,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Apples,Produce,1,16.65,16.65,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Fish,Seafood,1,9.5,9.5,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Water,Beverages,1,1.02,1.02,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Pasta,Pantry,1,1.98,1.98,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Coffee,Beverages,1,8.11,8.11,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Beer,Alcohol,3,2.01,6.03,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Pasta,Pantry,3,1.92,5.76,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Beef,Meat,2,12.79,25.58,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Water,Beverages,3,0.99,2.97,Member,Cash,Male,46-55,4
INV-3104,2023-03-19,2023-03-19 21:16:00,Soap,Personal Care,3,6.23,18.7,Member,Cash,Male,46-55,4
INV-3105,2023-03-19,2023-03-19 08:13:00,Toilet Paper,Household,3,9.29,27.88,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Milk,Dairy,2,3.13,6.26,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Beer,Alcohol,1,2.0,2.0,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Flour,Pantry,1,3.98,3.98,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Rice,Pantry,3,5.1,15.29,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Beer,Alcohol,3,2.04,6.12,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Juice,Beverages,2,3.57,7.14,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Coffee,Beverages,1,8.33,8.33,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Tea,Beverages,2,4.96,9.92,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Datergent,Household,1,4.09,4.09,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Pasta,Pantry,3,2.05,6.16,Member,Debit Card,Male,46-55,3
INV-3105,2023-03-19,2023-03-19 08:13:00,Oranges,Produce,2,1.01,2.03,Member,Debit Card,Male,46-55,3
INV-3106,2023-03-19,2023-03-19 09:04:00,Bread,Bakery,2,4.56,9.13,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Juice,Beverages,3,3.35,10.04,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Toothpaste,Personal Care,3,2.46,7.39,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Oranges,Produce,1,0.95,0.95,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Bananas,Produce,2,1.99,3.98,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Sugar,Pantry,1,3.04,3.04,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Chicken,Meat,2,9.05,18.1,Member,Credit Cart,Fmale,56+,4
INV-3106,2023-03-19,2023-03-19 09:04:00,Potatoes,Produce,3,2.98,8.94,Member,Credit Cart,Fmale,56+,4
INV-3107,2023-03-19,2023-03-19 08:02:00,Apples,Produce,2,16.67,33.34,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Tea,Beverages,2,5.16,10.32,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Chicken,Meat,3,8.78,26.34,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Toilet Paper,Household,1,9.42,9.42,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Fish,Seafood,2,9.8,19.6,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Rice,Pantry,2,4.83,9.67,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Sugar,Pantry,2,3.06,6.13,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Sugar,Pantry,1,3.09,3.09,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Juice,Beverages,1,3.44,3.44,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Juice,Beverages,2,3.38,6.76,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Sugar,Pantry,3,2.93,8.79,Member,Debit Card,Fmale,46-55,3
INV-3107,2023-03-19,2023-03-19 08:02:00,Sugar,Pantry,1,3.12,3.12,Member,Debit Card,Fmale,46-55,3
INV-3108,2023-03-19,2023-03-19 19:16:00,Bananas,Produce,2,2.01,4.02,Regular,Cash,Male,18-25,4
INV-3108,2023-03-19,2023-03-19 19:16:00,Coffee,Beverages,3,8.08,24.25,Regular,Cash,Male,18-25,4
INV-3108,2023-03-19,2023-03-19 19:16:00,Chicken,Meat,1,8.73,8.73,Regular,Cash,Male,18-25,4
INV-3108,2023-03-19,2023-03-19 19:16:00,Beef,Meat,1,13.17,13.17,Regular,Cash,Male,18-25,4
INV-3108,2023-03-19,2023-03-19 19:16:00,Cheese,Dairy,2,6.22,12.44,Regular,Cash,Male,18-25,4
INV-3108,2023-03-19,2023-03-19 19:16:00,Toilet Paper,Household,1,9.34,9.34,Regular,Cash,Male,18-25,4
INV-3108,2023-03-19,2023-03-19 19:16:00,Beer,Alcohol,2,2.03,4.06,Regular,Cash,Male,18-25,4
INV-3109,2023-03-19,2023-03-19 13:44:00,Potatoes,Produce,2,2.97,5.94,Regular,Credit Cart,Male,26-35,3
INV-3109,2023-03-19,2023-03-19 13:44:00,Datergent,Household,1,4.16,4.16,Regular,Credit Cart,Male,26-35,3
INV-3109,2023-03-19,2023-03-19 13:44:00,Tea,Beverages,2,4.98,9.95,Regular,Credit Cart,Male,26-35,3
INV-3109,2023-03-19,2023-03-19 13:44:00,Soap,Personal Care,3,6.01,18.04,Regular,Credit Cart,Male,26-35,3
INV-3109,2023-03-19,2023-03-19 13:44:00,Beef,Meat,2,13.45,26.89,Regular,Credit Cart,Male,26-35,3
INV-3109,2023-03-19,2023-03-19 13:44:00,Wine,Alcohol,1,12.1,12.1,Regular,Credit Cart,Male,26-35,3
INV-3109,2023-03-19,2023-03-19 13:44:00,Flour,Pantry,1,3.82,3.82,Regular,Credit Cart,Male,26-35,3
INV-3110,2023-03-19,2023-03-19 13:08:00,Rice,Pantry,1,5.1,5.1,Member,Cash,Male,46-55,4
INV-3110,2023-03-19,2023-03-19 13:08:00,Beer,Alcohol,1,2.03,2.03,Member,Cash,Male,46-55,4
INV-3110,2023-03-19,2023-03-19 13:08:00,Coffee,Beverages,2,8.22,16.44,Member,Cash,Male,46-55,4
INV-3110,2023-03-19,2023-03-19 13:08:00,Beer,Alcohol,3,2.03,6.1,Member,Cash,Male,46-55,4
