order_id,date,book,author,category,quantity,unit_price,total_sales,customer_type,payment_method,customer_gender,customer_age,book_format,rating
ORD-10406,2023-08-19,The Hunger Games,Suzanne Collins,Young Adult,1,14.69,14.69,Collector,Credit Card,Female,56+,Paperback,3
ORD-10407,2023-08-19,The Fault in Our Stars,John Green,Young Adult,1,13.29,13.29,Student,Credit Card,Male,46-55,Paperback,4
ORD-10408,2023-08-19,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,16.21,16.21,Student,Credit Card,Male,46-55,Paperback,4
ORD-10409,2023-08-19,Gone Girl,Gillian Flynn,Thriller,1,16.25,16.25,Student,Credit Card,Male,46-55,Paperback,4
ORD-10410,2023-08-19,The Kite Runner,Khaled Hosseini,Fiction,1,13.21,13.21,Student,Credit Card,Male,46-55,Paperback,4
ORD-10411,2023-08-19,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,10.09,10.09,Teacher,Cach,Female,56+,Paperback,5
ORD-10412,2023-08-19,The Road,Cormac McCarthy,Post-Apocalyptic,1,12.79,12.79,Teacher,Cach,Female,56+,Paperback,5
ORD-10413,2023-08-19,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,16.87,16.87,Teacher,Cach,Female,56+,Paperback,5
ORD-10414,2023-08-19,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,16.21,16.21,Teacher,Cach,Female,56+,Paperback,5
ORD-10415,2023-08-19,The Da Vinci Code,Dan Brown,Thriller,1,16.21,16.21,Regular,Paypal,Male,46-55,Paperback,4
ORD-10416,2023-08-19,The Great Gatsby,F. Scott Fitzgerald,Classic,2,13.74,27.47,Regular,Paypal,Male,46-55,Paperback,4
ORD-10417,2023-08-19,The Hobbit,J.R.R. Tolkien,Fantasy,1,16.83,16.83,Regular,Paypal,Male,46-55,Paperback,4
ORD-10418,2023-08-19,The Hunger Games,Suzanne Collins,Young Adult,1,13.39,13.39,Regular,Paypal,Male,46-55,Paperback,4
ORD-10419,2023-08-19,Brave New World,Aldous Huxley,Dystopian,1,10.93,10.93,Regular,Credit Card,Male,46-55,Paperback,3
ORD-10420,2023-08-19,The Great Gatsby,F. Scott Fitzgerald,Classic,1,18.92,18.92,Regular,Debit Card,Female,56+,Hardcover,4
ORD-10421,2023-08-19,The Road,Cormac McCarthy,Post-Apocalyptic,1,16.49,16.49,Regular,Debit Card,Female,56+,Hardcover,4
ORD-10422,2023-08-19,The Hobbit,J.R.R. Tolkien,Fantasy,1,14.94,14.94,Teacher,Cach,Male,46-55,Paperback,3
ORD-10423,2023-08-19,Brave New World,Aldous Huxley,Dystopian,1,12.46,12.46,Teacher,Cach,Male,46-55,Paperback,3
ORD-10424,2023-08-19,The Hunger Games,Suzanne Collins,Young Adult,1,14.59,14.59,Teacher,Cach,Male,46-55,Paperback,3
ORD-10425,2023-08-19,1984,George Orwell,Dystopian,1,10.45,10.45,Teacher,Cach,Male,46-55,Paperback,3
ORD-10426,2023-08-19,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,2,15.57,31.15,Teacher,Cach,Male,46-55,Paperback,3
ORD-10427,2023-08-19,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,15.82,15.82,Regular,Paypal,Female,56+,Hardcover,4
ORD-10428,2023-08-19,The Book Thief,Markus Zusak,Historical Fiction,2,20.79,41.59,Regular,Paypal,Female,56+,Hardcover,4
ORD-10429,2023-08-19,The Handmaid's Tale,Margaret Atwood,Dystopian,1,20.4,20.4,Regular,Paypal,Female,56+,Hardcover,4
ORD-10430,2023-08-19,Brave New World,Aldous Huxley,Dystopian,1,18.05,18.05,Regular,Paypal,Female,56+,Hardcover,4
ORD-10431,2023-08-19,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,25.45,25.45,Teacher,Debit Card,Female,18-25,Hardcover,3
ORD-10432,2023-08-19,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,23.35,23.35,Teacher,Debit Card,Female,18-25,Hardcover,3
ORD-10433,2023-08-19,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,9.13,9.13,Regular,Credit Card,Male,46-55,Paperback,5
ORD-10434,2023-08-19,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,16.86,16.86,Regular,Credit Card,Male,46-55,Paperback,5
ORD-10435,2023-08-19,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,19.04,19.04,Regular,Credit Card,Male,46-55,Paperback,5
ORD-10436,2023-08-19,To Kill a Mockingbird,Harper Lee,Classic,1,14.7,14.7,Regular,Credit Card,Male,46-55,Paperback,5
ORD-10437,2023-08-19,Gone Girl,Gillian Flynn,Thriller,1,15.42,15.42,Regular,Credit Card,Male,46-55,Paperback,5
ORD-10438,2023-08-19,The Book Thief,Markus Zusak,Historical Fiction,1,21.89,21.89,Student,Credit Card,Female,36-45,Hardcover,5
ORD-10439,2023-08-20,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,23.43,23.43,Regular,Debit Card,Male,46-55,Hardcover,4
ORD-10440,2023-08-20,The Handmaid's Tale,Margaret Atwood,Dystopian,1,19.77,19.77,Student,Credit Card,Male,18-25,Hardcover,5
ORD-10441,2023-08-20,The Martian,Andy Weir,Science Fiction,1,22.29,22.29,Student,Credit Card,Male,18-25,Hardcover,5
ORD-10442,2023-08-20,The Book Thief,Markus Zusak,Historical Fiction,1,19.84,19.84,Student,Credit Card,Male,18-25,Hardcover,5
ORD-10443,2023-08-20,Pride and Prejudice,Jane Austen,Classic,1,19.51,19.51,Student,Credit Card,Male,18-25,Hardcover,5
ORD-10444,2023-08-20,Pride and Prejudice,Jane Austen,Classic,1,9.55,9.55,Student,Paypal,Male,"26,35",E-book,5
ORD-10445,2023-08-20,1984,George Orwell,Dystopian,1,8.77,8.77,Student,Paypal,Male,"26,35",E-book,5
ORD-10446,2023-08-20,The Stand,Stephen King,Horror,1,17.54,17.54,Student,Paypal,Male,"26,35",E-book,5
ORD-10447,2023-08-20,It,Stephen King,Horror,3,19.39,58.16,Teacher,Credit Card,Female,36-45,Paperback,5
ORD-10448,2023-08-20,The Stand,Stephen King,Horror,1,21.71,21.71,Teacher,Credit Card,Female,36-45,Paperback,5
ORD-10449,2023-08-20,To Kill a Mockingbird,Harper Lee,Classic,2,21.09,42.18,Regular,Credit Card,Female,"26,35",Hardcover,5
ORD-10450,2023-08-20,The Hobbit,J.R.R. Tolkien,Fantasy,1,16.83,16.83,Student,Credit Card,Male,36-45,Paperback,5
ORD-10451,2023-08-20,The Martian,Andy Weir,Science Fiction,1,14.02,14.02,Student,Credit Card,Male,36-45,Paperback,5
ORD-10452,2023-08-20,The Hunger Games,Suzanne Collins,Young Adult,1,13.71,13.71,Student,Credit Card,Male,"26,35",Paperback,4
ORD-10453,2023-08-20,To Kill a Mockingbird,Harper Lee,Classic,1,14.7,14.7,Student,Credit Card,Male,"26,35",Paperback,4
ORD-10454,2023-08-20,The Hobbit,J.R.R. Tolkien,Fantasy,1,17.05,17.05,Regular,Debit Card,Male,36-45,Paperback,5
ORD-10455,2023-08-20,The Martian,Andy Weir,Science Fiction,1,14.35,14.35,Teacher,Credit Card,Male,46-55,Paperback,5
ORD-10456,2023-08-20,To Kill a Mockingbird,Harper Lee,Classic,3,15.81,47.44,Teacher,Credit Card,Male,46-55,Paperback,5
ORD-10457,2023-08-20,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,17.48,17.48,Collector,Debit Card,Male,18-25,Paperback,3
ORD-10458,2023-08-20,The Da Vinci Code,Dan Brown,Thriller,1,15.36,15.36,Collector,Debit Card,Male,18-25,Paperback,3
ORD-10459,2023-08-20,1984,George Orwell,Dystopian,1,11.81,11.81,Collector,Debit Card,Male,18-25,Paperback,3
ORD-10460,2023-08-20,The Shining,Stephen King,Horror,3,13.21,39.63,Collector,Debit Card,Male,18-25,Paperback,3
ORD-10461,2023-08-20,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,14.45,14.45,Teacher,Cach,Female,56+,Paperback,3
ORD-10462,2023-08-20,1984,George Orwell,Dystopian,1,11.61,11.61,Teacher,Debit Card,Male,"26,35",Paperback,4
ORD-10463,2023-08-20,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,15.92,15.92,Teacher,Debit Card,Male,"26,35",Paperback,4
ORD-10464,2023-08-20,The Road,Cormac McCarthy,Post-Apocalyptic,1,11.41,11.41,Regular,Credit Card,Male,46-55,Paperback,4
ORD-10465,2023-08-20,The Catcher in the Rye,J.D. Salinger,Classic,1,19.91,19.91,Student,Debit Card,Male,18-25,Hardcover,4
ORD-10466,2023-08-20,The Alchemist,Paulo Coelho,Fiction,1,18.8,18.8,Student,Debit Card,Male,18-25,Hardcover,4
ORD-10467,2023-08-20,The Hunger Games,Suzanne Collins,Young Adult,1,21.53,21.53,Student,Debit Card,Male,18-25,Hardcover,4
ORD-10468,2023-08-20,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,30.0,30.0,Student,Debit Card,Male,18-25,Hardcover,4
ORD-10469,2023-08-20,1984,George Orwell,Dystopian,1,17.54,17.54,Student,Debit Card,Male,18-25,Hardcover,4
ORD-10470,2023-08-20,It,Stephen King,Horror,1,17.85,17.85,Regular,Credit Card,Female,56+,Paperback,4
ORD-10471,2023-08-20,The Hobbit,J.R.R. Tolkien,Fantasy,1,15.97,15.97,Regular,Credit Card,Female,56+,Paperback,4
ORD-10472,2023-08-20,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,14.81,14.81,Regular,Credit Card,Female,56+,Paperback,4
ORD-10473,2023-08-20,The Alchemist,Paulo Coelho,Fiction,1,12.81,12.81,Regular,Credit Card,Female,56+,Paperback,4
ORD-10474,2023-08-20,The Kite Runner,Khaled Hosseini,Fiction,1,13.26,13.26,Regular,Debit Card,Female,"26,35",Paperback,4
ORD-10475,2023-08-20,1984,George Orwell,Dystopian,1,10.58,10.58,Regular,Debit Card,Female,"26,35",Paperback,4
ORD-10476,2023-08-20,To Kill a Mockingbird,Harper Lee,Classic,1,16.37,16.37,Regular,Debit Card,Female,"26,35",Paperback,4
ORD-10477,2023-08-20,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,3,15.95,47.85,Regular,Debit Card,Female,"26,35",Paperback,4
ORD-10478,2023-08-20,Pride and Prejudice,Jane Austen,Classic,1,11.89,11.89,Regular,Debit Card,Female,"26,35",Paperback,4
ORD-10479,2023-08-20,Brave New World,Aldous Huxley,Dystopian,1,16.98,16.98,Regular,Paypal,Female,46-55,Hardcover,5
ORD-10480,2023-08-20,The Martian,Andy Weir,Science Fiction,1,14.28,14.28,Regular,Credit Card,Male,"26,35",Paperback,5
ORD-10481,2023-08-20,The Alchemist,Paulo Coelho,Fiction,1,14.01,14.01,Regular,Credit Card,Male,"26,35",Paperback,5
ORD-10482,2023-08-20,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,25.42,25.42,Regular,Credit Card,Female,"26,35",Hardcover,4
ORD-10483,2023-08-20,The Da Vinci Code,Dan Brown,Thriller,1,23.62,23.62,Regular,Credit Card,Female,"26,35",Hardcover,4
ORD-10484,2023-08-20,The Stand,Stephen King,Horror,1,28.79,28.79,Regular,Credit Card,Female,"26,35",Hardcover,4
ORD-10485,2023-08-20,The Martian,Andy Weir,Science Fiction,2,20.28,40.56,Regular,Credit Card,Female,"26,35",Hardcover,4
ORD-10486,2023-08-20,The Stand,Stephen King,Horror,1,20.8,20.8,Student,Credit Card,Male,46-55,Paperback,5
ORD-10487,2023-08-20,Brave New World,Aldous Huxley,Dystopian,1,9.67,9.67,Regular,Paypal,Female,18-25,E-book,3
ORD-10488,2023-08-20,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,13.16,13.16,Regular,Paypal,Female,18-25,E-book,3
ORD-10489,2023-08-20,The Alchemist,Paulo Coelho,Fiction,1,9.78,9.78,Regular,Paypal,Female,18-25,E-book,3
ORD-10490,2023-08-20,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,8.22,8.22,Regular,Paypal,Female,18-25,E-book,3
ORD-10491,2023-08-20,Pride and Prejudice,Jane Austen,Classic,2,16.93,33.85,Regular,Debit Card,Female,18-25,Hardcover,4
ORD-10492,2023-08-21,Gone Girl,Gillian Flynn,Thriller,1,21.18,21.18,Regular,Paypal,Female,46-55,Hardcover,5
ORD-10493,2023-08-21,Pride and Prejudice,Jane Austen,Classic,1,16.73,16.73,Regular,Paypal,Female,46-55,Hardcover,5
ORD-10494,2023-08-21,The Stand,Stephen King,Horror,1,29.53,29.53,Regular,Paypal,Female,46-55,Hardcover,5
ORD-10495,2023-08-21,The Shining,Stephen King,Horror,3,18.38,55.14,Regular,Credit Card,Female,36-45,Hardcover,4
ORD-10496,2023-08-21,It,Stephen King,Horror,2,24.81,49.62,Regular,Credit Card,Female,36-45,Hardcover,4
ORD-10497,2023-08-21,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,24.43,24.43,Regular,Credit Card,Female,36-45,Hardcover,4
ORD-10498,2023-08-21,The Handmaid's Tale,Margaret Atwood,Dystopian,1,19.59,19.59,Regular,Credit Card,Female,36-45,Hardcover,4
ORD-10499,2023-08-21,The Stand,Stephen King,Horror,1,28.07,28.07,Regular,Credit Card,Female,36-45,Hardcover,4
ORD-10500,2023-08-21,The Hobbit,J.R.R. Tolkien,Fantasy,1,15.96,15.96,Student,Credit Card,Male,56+,Paperback,4
ORD-10501,2023-08-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,12.77,12.77,Student,Credit Card,Male,56+,Paperback,4
ORD-10502,2023-08-21,1984,George Orwell,Dystopian,1,11.45,11.45,Student,Credit Card,Male,56+,Paperback,4
ORD-10503,2023-08-21,The Hunger Games,Suzanne Collins,Young Adult,1,19.38,19.38,Student,Credit Card,Female,46-55,Hardcover,4
ORD-10504,2023-08-21,It,Stephen King,Horror,1,28.51,28.51,Student,Credit Card,Female,46-55,Hardcover,4
ORD-10505,2023-08-21,The Catcher in the Rye,J.D. Salinger,Classic,1,20.88,20.88,Student,Credit Card,Female,46-55,Hardcover,4
ORD-10506,2023-08-21,The Shining,Stephen King,Horror,1,21.03,21.03,Student,Credit Card,Female,46-55,Hardcover,4
ORD-10507,2023-08-21,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,27.65,27.65,Student,Credit Card,Female,46-55,Hardcover,4
ORD-10508,2023-08-21,1984,George Orwell,Dystopian,1,16.36,16.36,Student,Paypal,Female,56+,Hardcover,4
ORD-10509,2023-08-21,Gone Girl,Gillian Flynn,Thriller,1,14.25,14.25,Regular,Credit Card,Male,36-45,Paperback,5
ORD-10510,2023-08-21,It,Stephen King,Horror,1,16.39,16.39,Regular,Credit Card,Male,36-45,Paperback,5
ORD-10511,2023-08-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,13.8,13.8,Regular,Credit Card,Male,36-45,Paperback,5
ORD-10512,2023-08-21,Gone Girl,Gillian Flynn,Thriller,1,16.25,16.25,Teacher,Credit Card,Female,56+,Paperback,4
ORD-10513,2023-08-21,The Alchemist,Paulo Coelho,Fiction,1,14.17,14.17,Teacher,Credit Card,Female,56+,Paperback,4
ORD-10514,2023-08-21,The Kite Runner,Khaled Hosseini,Fiction,1,12.54,12.54,Teacher,Credit Card,Female,56+,Paperback,4
ORD-10515,2023-08-21,The Alchemist,Paulo Coelho,Fiction,1,13.61,13.61,Collector,Paypal,Female,56+,Paperback,4
ORD-10516,2023-08-21,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,9.69,9.69,Collector,Paypal,Female,56+,Paperback,4
ORD-10517,2023-08-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,12.8,12.8,Collector,Paypal,Female,56+,Paperback,4
ORD-10518,2023-08-22,Brave New World,Aldous Huxley,Dystopian,1,10.8,10.8,Student,Credit Card,Female,36-45,Paperback,3
ORD-10519,2023-08-22,The Stand,Stephen King,Horror,1,27.81,27.81,Teacher,Debit Card,Male,36-45,Hardcover,4
ORD-10520,2023-08-22,The Book Thief,Markus Zusak,Historical Fiction,1,21.33,21.33,Teacher,Debit Card,Male,36-45,Hardcover,4
ORD-10521,2023-08-22,Brave New World,Aldous Huxley,Dystopian,1,16.48,16.48,Teacher,Debit Card,Male,36-45,Hardcover,4
ORD-10522,2023-08-22,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,15.56,15.56,Regular,Debit Card,Male,46-55,Paperback,4
ORD-10523,2023-08-22,It,Stephen King,Horror,1,16.51,16.51,Regular,Debit Card,Male,46-55,Paperback,4
ORD-10524,2023-08-22,The Kite Runner,Khaled Hosseini,Fiction,1,12.77,12.77,Regular,Debit Card,Male,46-55,Paperback,4
ORD-10525,2023-08-22,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,16.61,16.61,Regular,Debit Card,Male,56+,Paperback,4
ORD-10526,2023-08-22,The Fault in Our Stars,John Green,Young Adult,1,11.76,11.76,Regular,Debit Card,Male,56+,Paperback,4
ORD-10527,2023-08-22,The Da Vinci Code,Dan Brown,Thriller,1,14.94,14.94,Regular,Debit Card,Male,56+,Paperback,4
ORD-10528,2023-08-22,The Handmaid's Tale,Margaret Atwood,Dystopian,1,13.68,13.68,Student,Credit Card,Male,46-55,Paperback,3
ORD-10529,2023-08-22,The Hobbit,J.R.R. Tolkien,Fantasy,1,15.63,15.63,Student,Credit Card,Male,46-55,Paperback,3
ORD-10530,2023-08-22,To Kill a Mockingbird,Harper Lee,Classic,1,15.08,15.08,Student,Credit Card,Male,36-45,Paperback,4
ORD-10531,2023-08-22,The Stand,Stephen King,Horror,1,20.6,20.6,Student,Credit Card,Male,36-45,Paperback,4
ORD-10532,2023-08-22,The Chronicles of Narnia,C.S. Lewis,Fantasy,3,17.73,53.2,Student,Credit Card,Male,36-45,Paperback,4
ORD-10533,2023-08-22,The Alchemist,Paulo Coelho,Fiction,1,21.27,21.27,Teacher,Credit Card,Male,46-55,Hardcover,3
ORD-10534,2023-08-22,The Road,Cormac McCarthy,Post-Apocalyptic,1,17.28,17.28,Teacher,Credit Card,Male,46-55,Hardcover,3
ORD-10535,2023-08-22,1984,George Orwell,Dystopian,1,10.84,10.84,Collector,Debit Card,Male,"26,35",Paperback,4
ORD-10536,2023-08-22,Gone Girl,Gillian Flynn,Thriller,1,14.65,14.65,Collector,Debit Card,Male,"26,35",Paperback,4
ORD-10537,2023-08-22,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,17.29,17.29,Collector,Debit Card,Male,"26,35",Paperback,4
ORD-10538,2023-08-22,The Great Gatsby,F. Scott Fitzgerald,Classic,1,11.93,11.93,Collector,Debit Card,Male,"26,35",Paperback,4
ORD-10539,2023-08-22,Pride and Prejudice,Jane Austen,Classic,1,9.11,9.11,Collector,Debit Card,Male,"26,35",E-book,3
ORD-10540,2023-08-22,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,12.89,12.89,Regular,Debit Card,Female,18-25,E-book,4
ORD-10541,2023-08-22,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,14.85,14.85,Regular,Debit Card,Female,18-25,E-book,4
ORD-10542,2023-08-22,It,Stephen King,Horror,1,15.63,15.63,Regular,Debit Card,Female,18-25,E-book,4
ORD-10543,2023-08-22,The Great Gatsby,F. Scott Fitzgerald,Classic,1,9.6,9.6,Regular,Debit Card,Female,18-25,E-book,4
ORD-10544,2023-08-22,The Kite Runner,Khaled Hosseini,Fiction,3,11.16,33.47,Regular,Debit Card,Female,18-25,E-book,4
ORD-10545,2023-08-22,The Hobbit,J.R.R. Tolkien,Fantasy,1,14.74,14.74,Teacher,Debit Card,Female,36-45,Paperback,4
ORD-10546,2023-08-22,The Da Vinci Code,Dan Brown,Thriller,1,14.44,14.44,Teacher,Debit Card,Female,36-45,Paperback,4
ORD-10547,2023-08-22,Pride and Prejudice,Jane Austen,Classic,1,11.98,11.98,Teacher,Debit Card,Female,36-45,Paperback,4
ORD-10548,2023-08-23,To Kill a Mockingbird,Harper Lee,Classic,1,14.14,14.14,Regular,Credit Card,Female,18-25,Paperback,4
ORD-10549,2023-08-23,The Book Thief,Markus Zusak,Historical Fiction,1,14.04,14.04,Regular,Credit Card,Female,18-25,Paperback,4
ORD-10550,2023-08-23,The Da Vinci Code,Dan Brown,Thriller,1,14.77,14.77,Regular,Credit Card,Female,18-25,Paperback,4
ORD-10551,2023-08-23,The Shining,Stephen King,Horror,1,13.01,13.01,Teacher,Credit Card,Female,56+,Paperback,5
ORD-10552,2023-08-23,The Road,Cormac McCarthy,Post-Apocalyptic,2,11.24,22.49,Teacher,Credit Card,Female,56+,Paperback,5
ORD-10553,2023-08-23,The Kite Runner,Khaled Hosseini,Fiction,1,12.74,12.74,Teacher,Cach,Female,56+,Paperback,5
ORD-10554,2023-08-23,Pride and Prejudice,Jane Austen,Classic,1,9.85,9.85,Regular,Debit Card,Female,18-25,E-book,5
ORD-10555,2023-08-23,Gone Girl,Gillian Flynn,Thriller,1,16.12,16.12,Regular,Credit Card,Female,46-55,Paperback,5
ORD-10556,2023-08-23,The Shining,Stephen King,Horror,1,14.22,14.22,Regular,Credit Card,Female,46-55,Paperback,5
ORD-10557,2023-08-23,The Da Vinci Code,Dan Brown,Thriller,3,16.08,48.24,Regular,Credit Card,Female,46-55,Paperback,5
ORD-10558,2023-08-23,The Road,Cormac McCarthy,Post-Apocalyptic,1,13.02,13.02,Regular,Credit Card,Female,46-55,Paperback,5
ORD-10559,2023-08-23,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,16.53,16.53,Collector,Credit Card,Male,36-45,E-book,5
ORD-10560,2023-08-23,To Kill a Mockingbird,Harper Lee,Classic,3,12.28,36.85,Collector,Credit Card,Male,36-45,E-book,5
ORD-10561,2023-08-23,The Kite Runner,Khaled Hosseini,Fiction,1,9.89,9.89,Collector,Credit Card,Male,36-45,E-book,5
ORD-10562,2023-08-23,The Book Thief,Markus Zusak,Historical Fiction,1,12.07,12.07,Collector,Credit Card,Male,36-45,E-book,5
ORD-10563,2023-08-23,It,Stephen King,Horror,1,14.03,14.03,Regular,Credit Card,Male,18-25,E-book,4
ORD-10564,2023-08-23,The Martian,Andy Weir,Science Fiction,1,13.03,13.03,Regular,Credit Card,Male,18-25,E-book,4
ORD-10565,2023-08-23,The Great Gatsby,F. Scott Fitzgerald,Classic,1,10.8,10.8,Regular,Credit Card,Male,18-25,E-book,4
ORD-10566,2023-08-23,The Catcher in the Rye,J.D. Salinger,Classic,1,11.53,11.53,Regular,Credit Card,Male,18-25,E-book,4
ORD-10567,2023-08-23,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,15.7,15.7,Collector,Debit Card,Male,56+,Paperback,3
ORD-10568,2023-08-23,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,27.94,27.94,Regular,Credit Card,Male,46-55,Hardcover,4
ORD-10569,2023-08-23,The Fault in Our Stars,John Green,Young Adult,1,18.88,18.88,Regular,Credit Card,Male,46-55,Hardcover,4
ORD-10570,2023-08-23,Pride and Prejudice,Jane Austen,Classic,1,9.21,9.21,Regular,Debit Card,Female,46-55,E-book,5
ORD-10571,2023-08-23,The Book Thief,Markus Zusak,Historical Fiction,1,10.72,10.72,Regular,Debit Card,Female,46-55,E-book,5
ORD-10572,2023-08-23,The Da Vinci Code,Dan Brown,Thriller,1,11.05,11.05,Regular,Debit Card,Female,46-55,E-book,5
ORD-10573,2023-08-23,The Shining,Stephen King,Horror,1,18.5,18.5,Regular,Debit Card,Male,36-45,Hardcover,5
ORD-10574,2023-08-24,Pride and Prejudice,Jane Austen,Classic,1,11.12,11.12,Student,Credit Card,Male,18-25,Paperback,3
ORD-10575,2023-08-24,The Book Thief,Markus Zusak,Historical Fiction,2,13.69,27.38,Student,Credit Card,Male,18-25,Paperback,3
ORD-10576,2023-08-24,1984,George Orwell,Dystopian,2,11.83,23.67,Student,Credit Card,Male,18-25,Paperback,3
ORD-10577,2023-08-24,To Kill a Mockingbird,Harper Lee,Classic,1,14.93,14.93,Regular,Cach,Male,46-55,Paperback,4
ORD-10578,2023-08-24,The Hunger Games,Suzanne Collins,Young Adult,1,13.44,13.44,Regular,Cach,Male,46-55,Paperback,4
ORD-10579,2023-08-24,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,20.66,20.66,Regular,Cach,Male,46-55,Paperback,4
ORD-10580,2023-08-24,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,10.8,10.8,Regular,Cach,Male,46-55,Paperback,4
ORD-10581,2023-08-24,The Handmaid's Tale,Margaret Atwood,Dystopian,1,15.12,15.12,Regular,Paypal,Female,56+,Paperback,4
ORD-10582,2023-08-24,To Kill a Mockingbird,Harper Lee,Classic,1,15.1,15.1,Regular,Paypal,Female,56+,Paperback,4
ORD-10583,2023-08-24,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,10.35,10.35,Regular,Paypal,Female,56+,Paperback,4
ORD-10584,2023-08-24,The Shining,Stephen King,Horror,1,13.77,13.77,Student,Debit Card,Female,56+,Paperback,4
ORD-10585,2023-08-24,The Stand,Stephen King,Horror,1,18.0,18.0,Student,Debit Card,Female,56+,Paperback,4
ORD-10586,2023-08-24,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,14.88,14.88,Student,Debit Card,Female,56+,Paperback,4
ORD-10587,2023-08-24,Pride and Prejudice,Jane Austen,Classic,1,12.31,12.31,Student,Debit Card,Female,56+,Paperback,4
ORD-10588,2023-08-24,The Martian,Andy Weir,Science Fiction,1,16.18,16.18,Student,Debit Card,Female,56+,Paperback,4
ORD-10589,2023-08-24,To Kill a Mockingbird,Harper Lee,Classic,1,12.53,12.53,Student,Credit Card,Female,36-45,E-book,4
ORD-10590,2023-08-24,The Catcher in the Rye,J.D. Salinger,Classic,1,11.33,11.33,Student,Credit Card,Female,36-45,E-book,4
ORD-10591,2023-08-24,Pride and Prejudice,Jane Austen,Classic,1,10.04,10.04,Student,Credit Card,Female,36-45,E-book,4
ORD-10592,2023-08-24,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,16.54,16.54,Student,Credit Card,Female,36-45,E-book,4
ORD-10593,2023-08-24,The Great Gatsby,F. Scott Fitzgerald,Classic,1,10.14,10.14,Student,Credit Card,Female,36-45,E-book,4
ORD-10594,2023-08-24,The Shining,Stephen King,Horror,1,20.67,20.67,Teacher,Debit Card,Female,56+,Hardcover,5
ORD-10595,2023-08-24,The Book Thief,Markus Zusak,Historical Fiction,1,20.78,20.78,Teacher,Debit Card,Female,56+,Hardcover,5
ORD-10596,2023-08-24,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,32.86,32.86,Student,Paypal,Female,46-55,Hardcover,4
ORD-10597,2023-08-24,The Hunger Games,Suzanne Collins,Young Adult,2,12.66,25.32,Student,Debit Card,Male,"26,35",Paperback,3
ORD-10598,2023-08-24,1984,George Orwell,Dystopian,1,11.39,11.39,Student,Debit Card,Male,"26,35",Paperback,3
ORD-10599,2023-08-24,The Catcher in the Rye,J.D. Salinger,Classic,1,14.0,14.0,Student,Debit Card,Male,"26,35",Paperback,3
ORD-10600,2023-08-24,Gone Girl,Gillian Flynn,Thriller,1,14.06,14.06,Student,Debit Card,Male,"26,35",Paperback,3
ORD-10601,2023-08-24,1984,George Orwell,Dystopian,1,15.42,15.42,Teacher,Paypal,Male,56+,Hardcover,5
ORD-10602,2023-08-24,Brave New World,Aldous Huxley,Dystopian,1,16.79,16.79,Teacher,Paypal,Male,56+,Hardcover,5
ORD-10603,2023-08-24,The Handmaid's Tale,Margaret Atwood,Dystopian,2,19.58,39.17,Student,Paypal,Male,46-55,Hardcover,5
ORD-10604,2023-08-24,The Great Gatsby,F. Scott Fitzgerald,Classic,1,19.6,19.6,Student,Paypal,Male,46-55,Hardcover,5
